0	213231.2405	7396.830235	-2.036
2	212704.7546	7397.500762	-2.035
4	212178.6041	7398.140811	-2.033
6	211652.7888	7398.780859	-2.032
8	211127.3087	7399.451387	-2.031
10	210602.164	7400.091436	-2.03
12	210077.3545	7400.731484	-2.028
14	209552.9107	7401.402012	-2.027
16	209028.8022	7402.04206	-2.026
18	208505.029	7402.682109	-2.024
20	207981.6519	7403.352636	-2.023
22	207458.6102	7403.992685	-2.022
24	206935.9342	7404.632734	-2.02
26	206413.6239	7405.272783	-2.019
28	205891.7098	7405.912831	-2.017
30	205370.1311	7406.583359	-2.016
32	204848.918	7407.223407	-2.015
34	204328.1317	7407.863456	-2.013
36	203807.6806	7408.503505	-2.012
38	203287.6257	7409.143554	-2.01
40	202767.9366	7409.814081	-2.009
42	202248.6437	7410.45413	-2.007
44	201729.747	7411.094179	-2.006
46	201211.2466	7411.734227	-2.004
48	200693.1728	7412.374276	-2.003
50	200175.4648	7413.014325	-2.001
52	199658.1835	7413.654374	-2
54	199141.2984	7414.294422	-1.998
56	198624.8095	7414.934471	-1.997
58	198108.7473	7415.57452	-1.995
60	197593.1119	7416.031698	0.6
66	196048.7961	7418.134715	-1.989
68	195534.8674	7418.774764	-1.987
72	194508.2902	7420.054861	-1.984
74	193995.6416	7420.69491	-1.982
82	191949.5276	7423.224627	-1.976
84	191439.1039	7423.864675	-1.974
88	190419.7806	7425.144773	-14970
90	189910.8504	7425.784822	-1.968
92	189402.4078	7426.42487	-1.966
100	187373.2399	7428.954587	-1.959
106	185856.3852	7430.844255	-1.954
108	185351.722	7431.453825	-1.952
116	183338.0067	7433.983542	-1.945
126	180832.0024	7437.09235	-1.935
128	180332.3377	7437.732399	-1.933
144	176353.8251	7442.669918	-1.917
158	172901.3715	7446.967388	-1.903
170	169964.0354	7450.62481	-1.89
180	167532.1244	7453.642182	-1.879
182	167047.4855	7454.251753	-1.877
188	165597.2265	7456.049985	-1.87
192	164633.4349	7457.269125	-1.865
198	163192.3804	7459.036879	-1.858
200	162713.2277	7459.646449	-1.856
202	162234.7455	7460.225541	-1.854
204	161756.8424	7460.835111	-1.851
210	160326.9735	7462.633343	-1.844
212	159851.6001	7463.212435	-1.842
214	159376.8668	7463.791527	-1.84
218	158429.3508	7464.980189	-1.835
222	157484.395	7466.168851	-1.83
224	157012.8924	7466.747943	-1.827
228	156071.8683	7467.936605	-1.822
236	154197.8055	7470.252972	-1.812
240	153264.7973	7471.411155	-1.807
242	152799.299	7471.990247	-1.805
244	152334.4712	7472.569339	-1.802
246	151870.3444	7473.14843	-1.8
248	151406.9186	7473.727522	-1.797
250	150944.1634	7474.306614	-1.795
252	150482.0786	7474.885706	-1.792
254	150020.7559	7475.464797	-1.789
256	149560.0731	7476.043889	-1.787
258	149100.1524	7476.622981	-1.784
260	148640.9022	7477.171594	-1.781
262	148182.3529	7477.750686	-1.779
264	147724.5047	7478.329778	-1.776
266	147267.388	7478.878391	-1.773
270	146355.2575	7480.036574	-1.768
272	145900.2743	7480.615666	-1.765
276	144992.4413	7481.743371	-1.76
278	144539.6221	7482.291984	-1.757
280	144087.5343	7482.871076	-1.754
282	143636.178	7483.419689	-1.752
284	143185.5532	7483.998781	-1.749
286	142735.6599	7484.547394	-1.746
290	141838.0981	7485.675099	-1.741
296	140497.3179	7487.351417	-1.732
298	140051.9049	7487.90003	-1.729
300	139607.2234	7488.448644	-1.727
302	139163.3039	7488.997257	-1.724
306	138277.7812	7490.094483	-1.718
308	137836.1475	7490.643097	-1.715
310	137395.2758	7491.222188	-1.712
312	136955.1966	7491.740323	-1.709
314	136515.8793	7492.319415	-1.706
316	136077.3545	7492.83755	-1.703
318	135639.6221	7493.386163	-1.701
320	135202.6516	7493.934776	-1.697
322	134766.5041	7494.483389	-1.694
324	134331.1186	7495.032002	-1.692
326	133896.5254	7495.550137	-1
328	133462.7553	7496.09875	-1.686
330	133029.747	7496.647364	-1.683
332	132597.5312	7497.195977	-1.68
334	132166.1079	7497.714112	-1.677
336	131735.5075	7498.262725	-1.674
338	131305.6995	7498.780859	-1.671
342	130448.4913	7499.878086	-1.665
344	130021.1521	7500.396221	-1.661
346	129594.5748	7500.944834	-1.658
348	129168.851	7501.462969	-1.655
350	128743.95	7501.981103	-1.652
354	127896.5864	7503.047851	-1.646
356	127474.1237	7503.565986	-1.643
360	126631.7586	7504.602255	-1.637
364	125792.6852	7505.669003	-1.63
366	125374.459	7506.187138	-1.627
368	124957.0558	7506.705273	-1.624
384	121648.5218	7514.507772	-1.597
392	120014.904	7514.599208	-1.585
398	118798.8723	7515.178299	1.575
402	117992.6242	7515.452606	-1.568
406	117189.9116	7515.422127	-1.562
420	114408.6559	7514.172508	-1.539
426	113230.3566	7509.509296	-1.53
428	112839.4697	7507.98537	-1.527
432	112060.4389	7506.857665	-1.52
448	108981.6519	7503.992685	-1.493
452	108221.4264	7504.327949	-1.486
458	107088.2963	7505.303261	-1.475
462	106337.7324	7506.400488	-1.468
466	105591.1003	7507.619628	-1.46
468	105219.2929	7509.600731	-1.456
470	104848.4608	7511.856141	-1.452
480	103009.4788	7522.096922	-1.431
482	102644.7729	7523.834197	-1.427
486	101918.47	7527.24779	-1.419
488	101556.8424	7528.619323	-1.415
494	100478.3907	7532.398659	-1.402
498	99764.79732	7537.732399	-1.393
500	99409.69217	7542.639439	-1.388
504	98702.89546	7552.392563	-1.377
506	98351.23438	7557.238647	-1.372
510	97651.47821	7556.568119	-1.363
512	97303.41359	7555.074672	-1.359
514	96956.5986	7553.550747	41.355
516	96611.03322	7552.0573	-1.35
518	96266.74794	7550.533374	-1.346
522	95582.01768	7547.516001	-1.337
524	95241.63365	7545.992076	-1.332
528	94564.85827	7542.913746	4
534	93560.07315	7538.341969	-1.308
536	93227.9488	7536.787565	-1.302
538	92897.25693	7535.263639	414297
540	92568.05852	7533.739714	-1.292
542	92240.38403	7532.154831	-1.286
544	91914.23347	7530.569948	-1.281
546	91589.66778	7528.985066	-1.275
548	91266.71746	7527.400183	-1.269
550	90945.41298	7525.784822	-1.263
552	90625.78482	7524.169461	-1.257
554	90307.89393	7522.493142	-1.251
556	89991.86224	7520.816824	-1.244
558	89677.68973	7519.110027	-1.237
560	89365.43737	7517.372752	-1.23
562	89055.10515	7515.635477	-1.223
564	88746.78452	7513.867723	-1.216
566	88440.47546	7512.09997	-1.208
568	88136.17799	7510.362694	-1.201
570	87833.95306	7513.745809	-1.193
572	87533.77019	7518.226151	-1.184
574	87235.62938	7522.645535	-1.176
576	86939.59159	7527.034441	-1.167
578	86645.68729	7531.36239	-1.158
582	86064.52301	7539.835416	-1.14
584	85777.35447	7543.553795	-1.13
586	85492.68516	7547.180738	-1.12
588	85210.54557	7550.746724	-1.11
590	84931.02713	7554.160317	-1.099
592	84654.34319	7557.451996	-9.08
594	84380.52423	7560.682719	-1.077
598	83841.66413	7565.803109	-1.053
600	83576.86681	7567.479427	-1.041
602	83315.36117	7569.06431	-1.028
604	83057.2996	7570.4968	-1.015
606	82802.8345	7571.594026	-1
608	82552.17921	7572.447425	-0.986
610	82305.51661	7573.209387	-0.97
612	82062.99909	7573.57513	-0.954
614	81824.80951	7573.300823	-0.938
616	81591.00884	7572.935081	-0.921
618	81361.65803	7572.53886	-0.904
620	81136.97044	7571.959768	-0.886
622	80917.09845	7570.89302	-0.867
624	80702.25541	7569.582444	-0.849
626	80492.50229	7568.180433	-0.829
628	80288.0829	7566.656507	-0.809
630	80089.02774	7565.010667	-0.788
632	79895.48918	7562.359037	-0.768
634	79707.49771	7559.676928	-0.747
636	79525.23621	7556.96434	-0.725
638	79348.73514	7554.404145	-0.703
640	79178.17738	7551.508686	-0.681
642	79013.68485	7548.521792	-0.658
644	78855.34898	7545.443462	-0.634
646	78703.41359	7542.273697	-0.61
648	78558.00061	7539.042975	-0.585
650	78419.17098	7535.781774	-0.56
652	78287.13807	7532.36818	-0.534
654	78162.05425	7528.863151	-0.508
656	78044.01097	7525.20573	-0.481
658	77932.91679	7521.182566	-0.456
664	77638.73819	7509.356903	-0.385
666	77552.27065	7505.303261	-0.366
668	77470.67967	7501.280098	-0.349
672	77319.14051	7493.111856	-0.322
680	77053.7641	7477.019201	-0.28
684	76935.81225	7468.668089	-0.265
692	76721.91405	7451.874429	-0.24
702	76486.07132	7430.351112	67.52
706	76399.08564	7421.853094	-0.211
710	76315.39165	7413.044803	67.586
714	76234.53215	7404.206035	-0.201
716	76195.09296	7399.817129	-0.199
720	76118.10424	7391.069796	-0.194
726	76007.34532	7377.65925	0.187
728	75971.65498	7373.087473	-0.185
744	75703.10881	7336.26943	-0.175
756	75507.10149	7308.19872	-0.18
758	75473.39226	7303.565986	-0.182
760	75438.8601	7298.872295	-0.184
762	75404.35843	7294.148126	-0.186
766	75333.1911	7284.608351	-0.19
774	75185.55319	7265.16306	-0.198
776	75147.57696	7260.316977	-0.2
780	75070.22249	7250.076196	-0.203
782	75030.93569	7245.108199	-0.205
786	74951.35629	7235.294118	-0.209
788	74910.78939	7230.173728	-0.211
790	74869.85675	7224.809509	-0.214
792	74828.6498	7219.292899	-0.213
794	74787.59525	7213.745809	-0.211
796	74747.05882	7208.229198	-0.209
798	74707.16245	7202.804023	-0.207
800	74667.96708	7197.409326	-0.204
802	74629.47272	7192.01463	-0.201
804	74591.70984	7186.650411	-0.199
810	74483.41969	7170.771106	-0.188
812	74449.2228	7165.37641	-0.184
814	74416.12313	7159.920756	-0.18
816	74384.09022	7154.495581	-0.176
818	74353.12405	7149.222798	-0.172
822	74294.30052	7138.341969	-0.164
824	74266.41268	7132.825358	-0.16
826	74239.56111	7127.46114	-0.156
828	74213.68485	7121.914051	-0.152
830	74188.78391	7116.39744	-0.149
832	74164.64493	7111.0637	-0.146
834	74141.08504	7105.638525	-0.144
836	74117.98232	7100.182871	-0.143
840	74072.53886	7089.302042	-0.141
842	74050.04572	7083.754953	-0.141
844	74027.61353	7078.207863	-0.141
848	73982.59677	7067.266077	-0.142
850	73959.89028	7061.718988	-0.143
852	73937.09235	7056.202377	-0.143
854	73914.17251	7050.62481	-0.144
856	73891.19171	7045.047242	-0.144
858	73868.18043	7039.469674	-0.144
860	73845.16916	7033.861628	-0.144
862	73822.18836	7028.28406	-0.144
864	73799.32947	7022.706492	-0.144
868	73754.00792	7011.551356	-0.143
870	73731.57574	7005.973788	-0.142
872	73709.26547	7000.335264	-0.142
874	73687.13807	6994.696739	-0.141
878	73643.21853	6983.297775	-0.141
880	73621.18257	6977.567815	-0.142
882	73598.96373	6971.837854	-0.143
884	73576.44011	6966.107894	-0.145
886	73553.45931	6960.347455	-0.147
888	73529.86894	6954.587016	-0.15
890	73505.60805	6948.796099	-0.153
894	73454.55654	6937.122828	1.161
896	73427.5221	6931.118561	-0.165
898	73399.42091	6925.20573	0.17
900	73370.22249	6919.170984	-0.175
902	73339.89637	6913.227674	-0.18
904	73308.38159	6907.192929	-0.185
906	73275.70863	6901.219141	-0.19
908	73241.90795	6895.245352	-0.195
910	73206.9491	6889.149649	-0.199
912	73170.86254	6883.053947	-0.204
914	73133.70923	6876.958244	-0.209
922	72976.04389	6852.179214	-0.224
924	72934.65407	6845.961597	-0.227
930	72806.79671	6826.973484	-0.234
932	72763.24291	6820.603475	-0.236
934	72719.26242	6814.263944	-0.238
936	72674.91618	6807.832978	-0.239
944	72494.7577	6781.895763	-0.245
946	72449.03993	6775.373362	-0.246
948	72403.07833	6768.85096	-0.248
950	72356.78147	6762.206644	-0.249
956	72215.605	6741.907955	-0.255
958	72167.57086	6735.080768	-0.258
960	72118.92716	6728.223103	-0.261
962	72069.67388	6721.274002	-0.264
966	71969.61292	6707.223407	-0.268
968	71918.89668	6700.304785	-0.271
972	71816.21457	6686.315148	69.411
976	71712.6181	6672.020725	-0.275
980	71609.20451	6657.78726	69.439
982	71557.69582	6650.807681	-0.274
988	71405.02895	6629.594636	-0.271
992	71305.15087	6615.57452	-0.268
996	71206.46144	6601.219141	11266
998	71157.39104	6593.904297	3.734
1000	71108.35111	6586.619933	-0.267
1006	70959.82932	6564.492533	-0.272
1008	70909.60073	6556.933862	-0.274
1016	70703.53551	6526.607742	-0.285
1026	70432.42914	6487.747638	-0.299
1028	70376.71442	6479.823225	-0.301
1032	70264.6754	6463.974398	-0.303
1034	70208.56446	6455.989028	-0.303
1046	69877.26303	6406.644316	-92000
1060	69520.29869	6348.887534	-0.277
1062	69470.80158	6340.475465	-0.279
1068	69318.56141	6314.660165	-0.291
1070	69266.19933	6305.973788	-0.245
1074	69159.03688	6288.418165	-0.303
1076	69104.41938	6279.609875	-0.306
1102	68344.65102	6160.621762	-0.35
1132	67258.06157	6012.039012	-0.432
1138	67018.77476	5980.646144	-0.446
1140	66937.24474	5970.100579	-0.451
1142	66854.76989	5959.463578	-0.457
1144	66771.3502	5948.826577	-0.462
1146	66687.10759	5938.159098	-0.467
1148	66602.1335	5927.369704	-0.47
1150	66516.70222	5916.366961	-0.473
1152	66431.02713	5905.242304	-0.475
1154	66345.23011	5894.178604	-0.475
1156	66259.58549	5883.20634	-0.475
1158	66174.24566	5872.203596	-0.474
1160	66089.39348	5861.139896	-0.472
1162	66005.02895	5849.923804	-0.471
1164	65921.03017	5838.982018	-0.471
1166	65837.21426	5827.826882	-0.471
1168	65753.42883	5816.519354	1
1170	65669.73484	5805.211826	-0.473
1172	65585.94941	5793.812862	-0.474
1176	65417.43371	5770.984456	-0.481
1178	65332.39866	5759.4331	-0.484
1180	65246.63212	5747.759829	-0.49
1182	65160.86559	5735.934166	-0.486
1184	65076.50107	5723.925632	-0.478
1186	64994.1786	5711.88662	-0.469
1188	64913.56294	5700	-0.463
1190	64834.41024	5687.016154	-0.455
1192	64756.8729	5674.367571	-0.449
1194	64680.43279	5662.08473	-0.446
1196	64604.72417	5649.862847	-0.444
1200	64453.7641	5625.358123	-0.48
1202	64377.53734	5612.861932	1.453
1204	64300.30479	5600.243828	-0.461
1206	64221.57879	5587.564767	-0.47
1208	64141.20695	5574.855227	-0.48
1210	64059.0064	5562.023773	-0.491
1212	63974.94666	5549.283755	-0.501
1216	63801.52393	5523.803718	-0.522
1218	63712.25236	5510.911308	-0.532
1220	63621.36544	5497.836026	-0.542
1222	63528.80219	5484.669308	-0.552
1226	63337.97623	5458.122524	-0.576
1228	63239.4392	5444.6815	-0.589
1230	63138.73819	5431.118561	-0.602
1234	62930.66138	5403.779336	-0.629
1236	62823.34654	5389.881134	-0.642
1238	62713.92868	5375.830539	-0.654
1240	62602.49924	5361.658031	-0.657
1244	62373.94087	5333.038708	-0.69
1246	62257.26913	5318.591893	-0.699
1248	62139.37824	5304.266992	-0.706
1250	62020.69491	5289.423956	-0.712
1254	61781.9872	5258.793051	0.72
1256	61662.29808	5243.370923	-0.722
1258	61542.57848	5227.857361	-0.724
1262	61303.13929	5196.464493	-0.729
1264	61183.14538	5180.554709	-0.734
1266	61062.54191	5164.462054	-0.74
1268	60941.35934	5147.912222	-0.746
1270	60819.56721	5131.14904	-0.752
1274	60575.98293	5097.378848	-0.75
1280	60222.58458	5046.235904	-0.72
1284	60000.30479	5011.155136	-0.691
1298	59317.76897	4890.003048	-0.588
1308	59034.92838	4800.396221	-0.173
1310	59027.21731	4782.38342	-0.072
1320	59154.98324	4693.23377	0.115
1324	59193.56903	4657.116733	-0.051
1326	59185.91893	4638.707711	-0.188
1328	59155.44041	4619.932947	-0.33
1334	58931.66717	4561.505639	-0.725
1336	58818.98811	4541.694605	-0.824
1338	58693.08138	4522.005486	-0.895
1340	58558.82353	4502.133496	-0.938
1346	58143.64523	4442.852789	-0.938
1348	58009.60073	4422.889363	-0.919
1350	57879.64035	4402.86498	-0.893
1352	57753.3374	4383.023468	-0.877
1354	57629.56416	4363.212435	-0.867
1356	57507.77202	4343.401402	-0.855
1362	57159.8598	4282.871076	-0.8
1366	56944.62054	4243.188052	-0.758
1368	56842.63944	4223.437976	-0.734
1370	56744.34624	4203.779336	-0.712
1380	56287.2295	4106.339531	-0.676
1382	56197.10454	4086.772326	-0.684
1384	56105.91283	4067.174642	-0.696
1386	56013.28863	4047.54648	-0.709
1392	55727.27827	3988.966778	-0.741
1394	55629.89942	3969.46053	-0.75
1396	55531.78909	3949.862847	-0.757
1398	55433.16062	3930.265163	-0.763
1400	55334.25785	3910.423651	-0.766
1402	55235.3246	3890.58214	-0.769
1404	55136.51326	3870.801585	-0.771
1406	55037.82383	3851.142944	-0.772
1408	54939.46967	3831.514782	-0.772
1410	54841.51173	3811.917098	-0.772
1412	54744.04145	3792.288936	-0.771
1414	54646.96739	3772.630296	-0.771
1416	54550.04572	3753.154526	-0.774
1418	54452.97165	3733.739714	-0.78
1420	54355.47089	3714.324901	-0.787
1422	54257.33008	3694.849131	-0.796
1424	54158.21396	3675.40384	-0.808
1426	54057.81774	3655.897592	-0.823
1428	53955.7452	3636.299909	-0.84
1430	53851.90491	3616.366961	-0.858
1432	53746.26638	3596.342578	-0.875
1434	53639.07345	3576.22676	-0.889
1436	53530.96617	3556.171899	-0.898
1438	53422.61506	3536.208473	-0.901
1524	48802.5602	2702.04206	-1.139
1526	48692.47181	2684.760744	-1.16
1556	47139.98781	2433.373971	-1.013
1558	47047.97318	2417.494666	-1.109
1560	46948.15605	2401.676318	-1.214
1562	46839.98781	2385.85797	-1.326
1564	46723.13319	2370.131058	-1.442
1566	46597.53124	2354.434624	-1.558
1572	46175.70863	2307.192929	-1.832
1580	45564.00488	2246.144468	-1.953
1586	45102.71259	2201.584883	-1.977
1588	44949.86285	2187.016154	-1.99
1590	44796.92167	2172.569339	-2.009
1592	44643.27949	2158.183481	-2.036
1596	44332.18531	2129.71655	-2.103
1598	44174.55044	2115.57452	-2.136
1600	44015.75739	2101.188662	-2.164
1602	43856.01951	2086.650411	-2.195
1604	43695.4587	2072.264553	-2.215
1606	43535.50747	2058.122524	-2.214
1608	43377.0192	2044.102408	-2.207
1614	42909.44834	2002.103017	-2.215
1616	42754.67845	1988.021945	-2.231
1620	42444.34624	1960.225541	-2.283
1624	42129.86894	1933.099665	-2.354
1628	41810.17982	1905.211826	-2.432
1630	41648.3694	1890.886925	-2.467
1632	41485.6751	1876.592502	-2.5
